지역,매장,테마,별점,난이도,리뷰수
전라(기타),마스터키 익산점,카마수트라,4.83,2,30
강남,세븐클루스 강남 2호점,차이나 타운의 진실 (renew),4.82,6,83
서울(기타),셜록홈즈 노량진점,중고로운 평화나라,4.82,5,83
수원,시그널 헌터 광교중앙점,G.갤러리,4.82,3,82
청주,다락방 방탈출 카페,해리포터 와 마법학교,4.82,3,28
신림,셜록홈즈 신림 2호점,미녀와 야수,4.82,2,28
경상(기타),더 타임 이스케이프,사기도박,4.81,9,53
평택,루트 이스케이프 평택점,나를 찾아줘,4.81,7,53
포항,더와이 방탈출카페,타임 트래블링,4.81,7,53
부산,코드미스터리,아트미스터리,4.81,6,53
부산,덤앤더머 서면점,투 앨리스,4.81,5,26
경상(기타),더 타임 이스케이프,보스의 놀이방,4.81,5,53
동탄,셜록홈즈 동탄점,좀비여친,4.81,4,27
부산,키이스케이프 덕천점,셜록-죽음의 전화,4.8,7,50
홍대,이스케이프 하우스,임파서블,4.8,5,148
수원,방탈출 넘버원 수원점,아더스,4.8,4,101
성남,EXIT 방탈출카페,도둑들2,4.8,3,101
부산,신나는 방탈출,DUMB,4.79,0,24
성남,레전드 이스케이프 서현점,WHO,4.79,8,120
울산,트랩코리아 울산점,고대 이집트,4.79,5,24
대구,비트포비아 대구점,용의선상,4.78,8,90
대구,코드이스케이프 대구점,의문의 시선-추격,4.78,7,67
대구,코드이스케이프 대구점,프리즌 브레이크,4.78,4,67
인천,콜드 케이스 2호점,알카트라즈,4.77,0,22
안산,루트 이스케이프 안산점,사건파일,4.77,6,64
대구,룸즈에이 대구동성로 2호점,금 나와라 뚝딱,4.76,0,21
천안,마스터키 천안두정점,13고스트,4.76,3,105
광주,더코드 한신포차점,나홀로 집에,4.76,3,85
서울(기타),셜록홈즈 성신여대점,호텔 : 사라진 다이아몬드,4.75,0,20
울산,제트방탈출카페,매직트레인,4.75,0,20
안산,루트 이스케이프 안산점,수상한 미술관,4.75,6,61
신촌,위드방탈출,마에스트로,4.75,3,142
대구,비트포비아 대구점,잭 더 리퍼,4.75,3,60
청주,마스터키 프라임 청주점,방과후 13교시,4.75,2,80
대전,이스케이프탑 대전점,여고괴담(AR),4.74,0,19
부산,G9 이스케이프,사도 : 운명의 그림자,4.74,8,58
성남,EXIT 방탈출카페,Who Are You,4.74,5,96
의정부,트릭 이스케이프,뱀파이어의 저주,4.74,5,114
부산,G9 이스케이프,페어리테일 : 마녀의 장난,4.74,3,58
서울(기타),큐브 이스케이프 수유점,Stepfather : 사라진 천사들,4.74,2,96
서울(기타),더코드 왕십리점,도박꾼 : 마지막 베팅,4.73,5,113
인천,셜록홈즈 부평점,혼 : 원혼의 저주,4.73,5,37
인천,크라임씬 방탈출,도둑들,4.72,0,18
홍대,브레이크아웃 이스케이프 홍대점,수상한 한의원,4.72,8,142
포항,더와이 방탈출카페,크리스마스,4.72,5,53
인천,셜록홈즈 인천구월점,호텔 : 사라진 다이아몬드,4.71,0,17
인천,셜록홈즈 인천구월점,사라민,4.71,7,85
청주,루팡 이스케이프 본점,기억 조작소,4.71,7,68
대학로,시크릿 챔버,YAMASHITA Gold,4.71,4,153
강원,이스케이프 존 강원대점,산타의 실수,4.71,4,122
경상(기타),웹툰방탈출파크,여신강림,4.71,2,34
서울(기타),셜록홈즈 노량진점,반하셨군요?,4.7,7,100
서울(기타),비트포비아 명동점,오늘밤 주인공은 나야 나,4.7,6,135
성남,에피소드 방탈출 분당점,이레이저,4.7,2,132
부산,덤앤더머 서면점,푸른수염,4.69,0,16
수원,벨 이스케이프,알리바이,4.69,7,98
서울(기타),이스케이프시티 영등포점,좀비 바이러스,4.69,3,127
홍대,리얼이스케이프 첼린지,셜록 : 교수의 비밀,4.68,9,142
동탄,셜록홈즈 동탄점,던전을 부탁해,4.68,8,31
노원,더메이즈 노원점,상의원,4.68,7,126
노원,더메이즈 노원점,탐정 in New York,4.68,5,139
성남,레전드 이스케이프 서현점,Happening,4.68,5,126
서울(기타),이스케이프시티 성신여대점,그녀를 찾아서,4.67,7,122
수원,방탈출 넘버원 수원점,해적선,4.67,2,105
신림,셜록홈즈 신림 2호점,도둑들,4.66,9,59
강원,플레이 이스케이프 원주점,007 다이아몬드,4.66,7,73
강남,코드케이 강남점,기억상실,4.66,5,162
성남,EXIT 방탈출카페,스토커,4.66,5,87
부산,비밀의 화원 서면점,베이비 레이스,4.66,5,44
전라(기타),하일 이스케이프,외출 : 나가서 놀고싶다.,4.66,5,29
수원,방탈출 넘버원 수원점,레시피,4.66,3,104
노원,더메이즈 노원점,NO ONE,4.65,6,144
경기(기타),셜록홈즈 안양 1번가점,크라임씬,4.65,5,43
경기(기타),셜록홈즈 뉴안양점,웨딩크루즈 살인사건-2탄,4.65,2,43
서울(기타),셜록홈즈 종각점,호텔 : 사라진 다이아몬드,4.64,0,14
부천,셜록홈즈 부천점,프로젝트 : 노아,4.64,0,28
대전,큐브 이스케이프 대전점,마션,4.64,0,14
울산,제트방탈출카페,중화만두,4.64,0,14
서울(기타),큐브 이스케이프 수유점,Treasure Hunters ② : 빅토리아호의 침몰,4.64,2,125
일산,큐방탈출카페 일산점,요코하마 차이나타운,4.63,9,121
신림,셜록홈즈 신림 2호점,빛과 그림자 : 화이트의 죽음2,4.63,4,41
청주,루팡 이스케이프 본점,아기 돼지 삼형제,4.63,4,67
전주,디코드 이스케이프 전주객사점,파라오의 비밀,4.62,0,13
부산,부산 이스케이프,lounge bar,4.62,8,93
대구,비트포비아 대구점,테러 라이브,4.62,7,91
안산,도어 이스케이프 안산점,마녀의 저주,4.62,6,79
경상(기타),더 타임 이스케이프,시크릿,4.62,6,52
홍대,시크릿코드 홍대점,제페토,4.62,5,173
경상(기타),더 타임 이스케이프,레이나의 시약,4.62,3,52
대전,ESC 대전둔산점,투란의 독방,4.61,4,51
서울(기타),큐브 이스케이프 천호점,The Cube,4.6,8,63
천안,ESC 천안점,Project - Z 2,4.6,6,25
청주,다락방 방탈출 카페,환생병원 CORD R,4.59,5,61
부산,신나는 방탈출,리스키아르,4.58,0,24
대구,코드네임 블랙 대구점,야간자율학습,4.58,6,36
홍대,"방탈출, 둡두","The last episode:마지막 화(話,禍)",4.58,4,72
대구,코드이스케이프 대구점,바이러스,4.58,4,71
대전,방탈출 추리존,스토커,4.57,7,23
강남,코드케이 강남점,미치광이 과학자 연쇄살인범,4.57,6,176
신촌,위드방탈출,스쿨오브락,4.57,4,138
대학로,비밀의 화원 시네마틱 혜화점,삼남매 이씨 (장녀),4.56,4,68
인천,셜록홈즈 부평점,이상한 나라의 초대,4.56,3,45
부산,부산 이스케이프,아마존 이스케이프,4.55,7,101
서울(기타),코드이스케이프 가로수길점,프리즌 브레이크 2,4.55,5,155
동탄,무비 이스케이프 동탄점,춘향전,4.55,5,100
청주,루팡 이스케이프 본점,눅눅괴물과 지구용사,4.55,1,67
건대,더메이즈 건대점,남영동 1984,4.54,7,196
강남,코드케이 강남점,살인사건 현장-퀸즈파크 저택 살인사건,4.54,5,152
안산,도어 이스케이프 안산점,미친 의사,4.54,5,76
홍대,엑스케이프 홍대점,버지니아 란제리샵,4.54,4,151
신림,비트포비아 신림점,스윙게이트,4.53,6,222
수원,싸인 이스케이프 성대역점,인턴,4.52,8,83
부천,셜록홈즈 부천점,지옥의 배달부,4.52,3,31
광주,더코드 한신포차점,탐정,4.52,3,84
부산,덤앤더머 서면점,러브클리닉,4.52,2,21
포항,더패닉 이스케이프,히말라야,4.51,8,51
신촌,탐정크루 신촌 2호점,이상한 부부 이야기 (크라임씬),4.51,6,153
신림,더코드 신림점,세기의 명화를 훔치는 도둑들,4.51,5,122
강원,플레이 이스케이프 원주점,검은 그림자,4.51,5,71
전주,마스터키 전주고사점,모나리자,4.51,2,71
성남,셜록홈즈 분당야탑점,혼 : 원혼의 저주,4.5,0,10
경기(기타),셜록홈즈 안양 1번가점,혼 : 원혼의 저주,4.5,0,20
서울(기타),셜록홈즈 종각점,빛과 그림자 : 화이트의 죽음2,4.5,5,20
신림,비트포비아 신림점,네버랜드를 찾아서,4.5,3,220
대전,ESC 대전둔산점,스페이드 클럽,4.5,3,50
경상(기타),셜록홈즈 구미점,역대급 사생팬,4.5,3,20
대전,마스터키 은행점,REC,4.49,7,79
대구,앨리스 이스케이프,레드 주식회사,4.49,7,78
서울(기타),패닉이스케이프 목동점,패닉부대,4.49,4,98
광주,브레인 방탈출,필라멘트,4.49,4,39
청주,루팡 이스케이프 1호점,엘리베이터(부제:귀신놀음),4.49,3,69
성남,에피소드 방탈출 분당점,데이드림,4.49,1,128
부산,덤앤더머 서면점,X테마,4.49,1,68
부산,부산 이스케이프,loo,4.48,9,97
노원,더메이즈 노원점,상계동 357-8,4.48,7,145
잠실,큐브 이스케이프 잠실점,Obsession : 집착,4.48,6,67
수원,엑스케이프 수원점,제물의 밤,4.48,4,96
천안,ESC 천안점,사라진 카지노,4.47,5,38
제주,더메이즈 제주점,만덕전,4.47,5,47
일산,큐방탈출카페 일산점,밀정,4.47,4,95
부산,부산 이스케이프,박물관,4.46,7,92
서울(기타),더코드 왕십리점,냉동창고 : 살인사건 2,4.46,6,102
수원,싸인 이스케이프 성대역점,자멜신부의 비밀,4.46,4,101
전라(기타),하일 이스케이프,THE ROOM 014,4.46,4,28
전주,마스터키 전주고사점,인디아나존스,4.44,0,18
홍대,이스케이프 하우스,3인의 저주,4.44,7,135
잠실,큐브 이스케이프 잠실점,카타콤,4.44,7,89
홍대,미스터리 룸 이스케이프 홍대 1호점,뱀파이어 드라큘라의 성,4.44,6,160
수원,벨 이스케이프,태양의 눈물,4.44,4,99
포항,더패닉 이스케이프,생존의 기로2,4.43,8,44
수원,싸인 이스케이프 성대역점,고시텔,4.43,7,105
안산,도어 이스케이프 안산점,빅뱅,4.43,6,88
대구,비트포비아 대구점,트레이드,4.43,6,79
천안,셜록홈즈 천안 1호점,이상한 나라의 초대,4.42,0,26
경상(기타),더 타임 이스케이프,누명,4.42,9,52
제주,더메이즈 제주점,백록병원,4.42,8,43
포항,더패닉 이스케이프,제물,4.42,7,43
인천,셜록홈즈 인천구월점,좀비여친,4.42,4,26
안산,도어 이스케이프 안산점,귀곡성,4.42,3,86
부산,룸즈에이 부산남포점,초콜릿 팩토리,4.41,8,76
광주,더코드 한신포차점,더 코드-비밀의 방,4.41,5,59
강남,미스터리 룸 이스케이프 강남점,영혼의 편지,4.4,7,150
청주,루팡 이스케이프 본점,이중간첩 리철준,4.4,7,67
홍대,엑스이스케이프 홍대놀이터점,리페인팅,4.39,0,33
부산,부산 이스케이프,정의의 저울 하드코어,4.39,8,90
일산,인사이드,저주받은 집,4.39,6,74
신촌,탐정크루 신촌 2호점,출근길,4.39,5,172
신림,더코드 신림점,의문의 동창회,4.39,5,122
전주,마스터키 전주고사점,비밀의 장난감가게,4.39,3,66
광주,셜록홈즈 광주점,도둑들,4.38,0,16
전라(기타),셜록홈즈 여수점,할머니는 마법사,4.38,0,8
부산,더락 이스케이프 부산대점,루시드 드리밍,4.38,7,48
경기(기타),두잇 이스케이프 1호점,ZOMBIE ATTACK,4.38,6,64
천안,ESC 천안점,헨젤과 그레텔,4.38,6,24
강남,세븐클루스 강남 2호점,백설공주의 비밀 (renew),4.38,4,104
인천,큐브 이스케이프 인천점,타워링,4.38,4,32
안산,도어 이스케이프 안산점,검은조직,4.38,3,32
대학로,셜록홈즈 대학로점,무속인 살인사건,4.37,6,63
수원,벨 이스케이프,바이러스,4.37,5,95
안산,루트 이스케이프 안산점,사라진 여인,4.37,4,63
수원,시그널 헌터 광교중앙점,The MUMMY,4.37,3,79
서울(기타),월투월방탈출 서울대입구점,드림 인베이더,4.36,7,55
서울(기타),시그널 헌터 가로수길점,젠틀맨 뱅크,4.36,5,149
인천,콜드 케이스 2호점,인하로 77번길,4.35,0,23
안산,루트 이스케이프 안산점,디아더스,4.35,0,23
안산,루트 이스케이프 안산점,골드 마인,4.35,7,23
강남,미스터리 룸 이스케이프 강남점,소서러,4.35,5,170
부천,이스케이프9,잠입 명령,4.35,4,108
대구,앨리스 이스케이프,금두꺼비,4.35,4,77
일산,할리갈리 인더룸 시즌2,정다운 밥상,4.34,6,53
부천,로스트 템플 2,황룡동굴의 비밀,4.34,5,91
수원,싸인 이스케이프 성대역점,각성,4.33,7,82
수원,싸인 이스케이프 성대역점,우울증,4.33,5,82
포항,더와이 방탈출카페,딥 포레스트,4.33,5,52
신촌,탐정크루 신촌 2호점,대저택의 비밀,4.32,5,154
신림,더코드 신림점,아파트,4.32,4,117
인천,셜록홈즈 인천구월점,지옥의 라이더,4.31,5,36
일산,인사이드,스토커,4.3,6,50
홍대,엑스이스케이프 홍대놀이터점,선물,4.29,0,42
대전,이스케이프탑 대전점,해적 : 저주받은 캐리비호(AR),4.29,0,14
울산,제트방탈출카페,연애편지,4.29,0,14
전주,디코드 이스케이프 전주객사점,혼 : 원혼의 저주,4.29,0,7
전라(기타),셜록홈즈 여수점,파라오의 심판,4.29,0,14
제주,셜록홈즈 제주제원점,산속의 여인,4.29,0,7
광주,더코드 한신포차점,비밀요원,4.29,7,77
대구,앨리스 이스케이프,아빠의 서재,4.29,6,140
대학로,비밀의 화원 시네마틱 혜화점,삼남매 이씨 (막내),4.28,2,90
대구,앨리스 이스케이프,환상 크루즈 (renew),4.26,9,54
신림,더코드 신림점,위자 보드 : 위험한 장난,4.26,7,108
부산,더락 이스케이프 하단점,마녀의 숨겨진 약,4.26,6,27
서울(기타),패닉이스케이프 목동점,두 얼굴의 영주,4.26,5,94
강남,세븐클루스 강남 1호점,러브 에센스,4.26,3,122
대구,앨리스 이스케이프,사가와 잇세이,4.25,5,87
홍대,리얼이스케이프 첼린지,아르바이트 : 과학자의 속임수,4.24,8,131
인천,콜드 케이스 1호점,토투가,4.23,9,26
부천,로스트 템플 2,파라오의 심판,4.23,9,98
강남,세븐클루스 강남 1호점,원한,4.22,6,148
홍대,ESC 홍대점,Trap Train,4.22,4,134
부산,덤앤더머 서면점,동전노래방,4.22,4,64
대전,방탈출 추리존,위험한 레시피,4.21,0,19
대전,큐브 이스케이프 대전점,장기밀매,4.21,0,19
건대,트루이스케이프룸 건대점,블러드 트레인,4.21,9,133
경기(기타),명란젓 코난,헨젤과 그레텔,4.21,7,171
서울(기타),더코드 왕십리점,피의 일요일,4.21,5,101
부천,로스트 템플 2,아라마무루,4.21,4,89
전주,마스터키 전주고사점,아나스타샤,4.21,3,76
부산,큐방탈출카페 서면점,광산 터널,4.2,3,44
포항,더와이 방탈출카페,포가든 킹덤,4.2,3,50
강원,플레이 이스케이프 원주점,폐쇄병동,4.19,6,68
경기(기타),셜록홈즈 안양 1번가점,지하감옥,4.19,5,37
대학로,비트포비아 대학로점,잭 더 리퍼,4.19,4,180
전라(기타),모던 타임즈,백백교,4.18,9,73
인천,리즌 방탈출,전기톱 살인사건,4.17,0,6
인천,리즌 방탈출,크라임씬,4.17,0,6
성남,셜록홈즈 분당야탑점,도둑들-문제 도둑,4.17,0,12
경기(기타),셜록홈즈 구리점,혼 : 원혼의 저주,4.17,0,6
경상(기타),더코드 진주점,위자 보드 : 위험한 장난,4.17,0,6
제주,셜록홈즈 제주제원점,빛과 그림자,4.17,0,6
서울(기타),비트포비아 명동점,도깨비,4.17,8,126
부천,이스케이프9,악령술,4.17,7,90
강남,미스터리 룸 이스케이프 강남점,개인병원의 비밀,4.17,5,157
수원,이스케이프탑 수원점,해적 : 저주받은 캐리비호(AR),4.17,5,42
동탄,셜록홈즈 동탄점,호텔 : 사라진 다이아몬드,4.17,5,18
강남,세븐클루스 강남 1호점,사라진 백마교도,4.16,5,160
홍대,미스터리 룸 이스케이프 홍대 1호점,살인마 빅토르의 비밀,4.16,3,119
부산,더락 이스케이프 부산대점,하울의 안 움직이는 성,4.15,4,53
수원,이스케이프탑 수원점,젠틀맨 : 요원의 자격(AR),4.15,3,41
수원,이스케이프탑 수원점,미션 : 폭탄제거,4.14,4,58
전라(기타),익산 지니어스 이스케이프,도플갱어,4.14,4,58
부천,셜록홈즈 부천점,사각사각,4.14,2,81
서울(기타),방탈출 미로,호텔 : 사라진 다이아몬드,4.13,0,23
잠실,셜록홈즈 잠실 1호점,무속인 살인사건,4.13,6,46
제주,언리미티드 이스케이프,기이한 라커룸,4.13,5,52
서울(기타),셜록홈즈 종각점,프로젝트 : 노아,4.12,7,40
수원,이스케이프탑 수원점,마법사 : 미로의 방(AR),4.12,5,40
부산,더락 이스케이프 하단점,벙커,4.11,8,28
포항,더패닉 이스케이프,생존의 기로1,4.11,7,45
대전,ESC 대전둔산점,Dead Number,4.11,5,28
서울(기타),시그널 헌터 가로수길점,신사정육점,4.11,3,141
신림,셜록홈즈 신림 2호점,무속인 살인사건,4.1,6,39
서울(기타),셜록홈즈 영등포점,빛과 그림자 : 화이트의 죽음2,4.09,0,11
평택,셜록홈즈 평택점,반 고흐의 방,4.09,0,11
대전,큐브 이스케이프 대전점,Obsession : 집착,4.09,0,11
울산,제트방탈출카페,지하묘지의 비밀,4.09,0,11
서울(기타),더코드 왕십리점,도둑들 2 : 다이아몬드 블루문,4.09,4,104
부산,코드미스터리,여고괴담,4.08,10,49
서울(기타),셜록홈즈 성신여대점,크라임씬,4.08,6,38
동탄,시그널 헌터 동탄점,THE MUMMY,4.08,6,76
대구,코드네임 블랙 대구점,드워프 : 금지된마법,4.08,5,38
인천,큐브 이스케이프 인천점,Obsession : 집착,4.07,0,27
경기(기타),두잇 이스케이프 1호점,센스앤더시티 사만다의방,4.07,9,75
부산,더락 이스케이프 하단점,미스테리 동호회(정신병원편),4.07,7,27
대구,코드네임 블랙 대구점,냥이강쥐의 대모험,4.06,0,16
홍대,리얼이스케이프 첼린지,구미호: 호령마을 미스테리,4.06,4,127
경기(기타),셜록홈즈 안양 1번가점,마법사의 세계,4.06,3,32
대구,코드네임 블랙 대구점,스페이스 쉽 : 라비린스,4.05,0,21
수원,방탈출 탐정,스토커,4.05,8,63
대구,코드네임 블랙 대구점,로스트 원더랜드,4.04,0,26
대구,앨리스 이스케이프,지퍼스 크리퍼스,4.04,9,78
전주,큐브 이스케이프 전주점,피라미드의 비밀,4.04,4,26
광주,더코드 한신포차점,미생,4.04,3,83
건대,트루이스케이프룸 건대점,조커의 방,4.03,6,150
신림,비트포비아 신림점,스플릿,4.02,8,215
부산,부산 이스케이프,4.29,4.02,8,92
부산,부산 이스케이프,1798 위험한취미 2 : 암살,4.02,8,92
홍대,리얼이스케이프 첼린지,로스트 : 그 남자의 경고,4.02,5,132
서울(기타),큐브 이스케이프 천호점,Stepfather : 사라진 천사들,4.02,3,61
일산,인사이드,웨딩크루즈 살인사건,4.02,3,41
전라(기타),익산 지니어스 이스케이프,잃어버린 기억,4.01,6,71
강원,플레이 이스케이프 원주점,귀곡산장,4.01,5,71
대전,이스케이프탑 대전점,젠틀맨 : 요원의 자격(AR),4,0,10
경상(기타),셜록홈즈 구미점,무속인 살인사건,4,0,10
제주,셜록홈즈 제주제원점,저주받은 집,4,0,5
대구,코드네임 블랙 대구점,스카이 테러,4,6,25
경기(기타),리버스 이스케이프,놀부 살인사건,4,4,45
인천,콜드 케이스 1호점,인스네어,4,3,30
경기(기타),셜록홈즈 안양 1번가점,미녀와 야수,4,1,25
경기(기타),명란젓 코난,생존자,3.98,9,171
경기(기타),명란젓 코난,소원을 말해봐!,3.98,9,167
건대,트루이스케이프룸 건대점,마션,3.98,8,142
서울(기타),더코드 회기점,강력 1반 : 추격자,3.98,8,44
제주,언리미티드 이스케이프,어른들을 위한 동화,3.98,4,44
경기(기타),두잇 이스케이프 1호점,파라오의 비밀,3.97,5,73
잠실,큐브 이스케이프 잠실점,신데렐라,3.97,4,73
경기(기타),명란젓 코난,마녀의 초대장,3.96,7,169
서울(기타),이스케이프 #,Catch Me If You Can,3.96,5,77
서울(기타),패닉이스케이프 목동점,연쇄살인마,3.96,4,82
경기(기타),나비잠,빛과 그림자 : 화이트의 죽음2,3.96,3,53
부산,코드미스터리,프리즌 브레이크,3.96,3,53
일산,할리갈리 인더룸 시즌2,우물,3.95,8,57
수원,방탈출 탐정,화이트의 죽음,3.94,8,71
신림,더코드 신림점,다시 시작된 살인사건,3.94,6,109
건대,트루이스케이프룸 건대점,쇼퍼홀릭,3.94,5,132
서울(기타),코난 이스케이프 구로디지털단지역점,의문의 의뢰편지,3.94,4,71
경기(기타),셜록홈즈 구리점,반 고흐의 방,3.93,0,14
천안,셜록홈즈 천안 1호점,마법사의 세계,3.93,6,28
인천,큐브 이스케이프 인천점,장기밀매,3.93,5,42
경상(기타),더코드 진주점,강력 1반 : 사라진 아이들,3.93,5,28
서울(기타),월투월방탈출 서울대입구점,지하감옥,3.92,5,37
동탄,시그널 헌터 동탄점,X-FILE (ROSEWELL CASE),3.92,5,79
서울(기타),큐브 이스케이프 천호점,Piggies : 마녀의 꿈,3.92,4,60
일산,할리갈리 인더룸 시즌2,알리바이,3.91,8,55
경기(기타),명란젓 코난,공조,3.91,8,179
홍대,미스터리 룸 이스케이프 홍대 1호점,원혼괴담,3.91,7,151
일산,할리갈리 인더룸 시즌2,감식반,3.91,4,55
전라(기타),익산 지니어스 이스케이프,제물,3.9,7,68
동탄,시그널 헌터 동탄점,증발 : 그여자의방,3.9,4,77
대구,앨리스 이스케이프,달빛 서커스,3.9,3,82
대전,더큐 이스케이프 대전점,셜록홈즈의 성배탐색,3.89,7,27
일산,큐방탈출카페 일산점,서커스,3.89,4,104
서울(기타),코난 이스케이프 구로디지털단지역점,버스안에서,3.89,3,81
인천,큐브 이스케이프 인천점,신데렐라,3.89,3,27
대전,이스케이프탑 대전점,마법사 : 미로의 방(AR),3.89,1,18
서울(기타),셜록홈즈 영등포점,파라오의 비밀,3.87,5,62
인천,크라임씬 방탈출,암살,3.87,5,53
홍대,ESC 홍대점,Project - Z,3.87,3,115
잠실,큐브 이스케이프 잠실점,마션,3.86,9,92
포항,더패닉 이스케이프,센의 진실,3.86,6,44
전주,원타임 전주신시가지점,반 고흐의 방,3.85,0,13
제주,셜록홈즈 제주시청점,위험한 레시피,3.85,0,13
홍대,ESC 홍대점,라이트 아웃,3.85,3,131
제주,더메이즈 제주점,사라진 요원 M107,3.84,9,43
전라(기타),익산 지니어스 이스케이프,수상한 회사원,3.84,8,73
서울(기타),코난 이스케이프 구로디지털단지역점,대저택의 비밀,3.82,6,76
인천,콜드 케이스 1호점,무서운 이야기,3.81,0,21
경기(기타),리버스 이스케이프,목소리,3.81,0,21
경기(기타),두잇 이스케이프 1호점,추적자 : 그 남자의 방,3.81,5,63
서울(기타),큐브 이스케이프 천호점,피고인,3.81,2,80
전라(기타),모던 타임즈,수용소,3.8,9,75
강남,세븐클루스 강남 2호점,데드 얼라이브,3.8,6,146
전라(기타),모던 타임즈,미곡상,3.79,10,70
포항,더패닉 이스케이프,흉가 탈출,3.78,7,45
수원,이스케이프탑 수원점,프리즌 : 수감번호1508,3.77,7,61
일산,할리갈리 인더룸 시즌2,데스페라도,3.77,4,53
강남,세븐클루스 강남 1호점,ROOM 401,3.77,2,142
서울(기타),더코드 회기점,세기의 명화를 훔치는 도둑들,3.75,0,8
서울(기타),셜록홈즈 성신여대점,빛과 그림자 : 화이트의 죽음2,3.75,0,12
인천,리즌 방탈출,위험한 레시피,3.75,0,4
인천,이스케이프탑 인천점,해적 : 저주받은 캐리비호(AR),3.75,0,4
인천,크라임씬 방탈출,미녀와 야수,3.75,0,16
성남,셜록홈즈 분당야탑점,빛과 그림자 : 화이트의 죽음2,3.75,0,16
경기(기타),셜록홈즈 용인점,할머니는 마법사,3.75,0,12
청주,셜록홈즈 청주점,빛과 그림자 : 화이트의 죽음2,3.75,0,4
충청(기타),셜록홈즈 당진점,프로젝트 : 노아,3.75,0,8
부산,큐방탈출카페 서면점,사쿠라 하우스,3.75,0,12
울산,이스케이프탑 울산점,여고괴담(AR),3.75,0,4
경상(기타),더코드 진주점,아파트,3.75,0,4
전주,원타임 전주신시가지점,스토커,3.75,0,12
전라(기타),셜록홈즈 여수점,무속인 살인사건,3.75,0,4
강원,셜록홈즈 강릉점,무속인 살인사건,3.75,0,4
부산,더락 이스케이프 하단점,부비트랩,3.75,8,28
잠실,큐브 이스케이프 잠실점,로미오 포인트,3.75,7,48
서울(기타),방탈출 미로,프로젝트 : 노아,3.75,6,20
평택,ESC 평택점,헨젤과 그레텔,3.75,5,20
대전,이스케이프탑 대전점,프리즌 : 수감번호1508,3.75,4,16
서울(기타),셜록홈즈 노량진점,빛과 그림자 : 화이트의 죽음2,3.75,3,28
일산,큐방탈출카페 일산점,백조의 호수,3.74,5,95
홍대,큐브 이스케이프 홍대점,피라미드의 비밀,3.74,3,111
일산,큐방탈출카페 일산점,꿈꾸는 다락방,3.72,4,109
홍대,시크릿코드 홍대점,백마교의 최후,3.7,6,123
서울(기타),큐브 이스케이프 천호점,The Maze,3.7,6,100
부산,더락 이스케이프 하단점,괴도루팡의 예고장,3.7,4,27
수원,시그널 헌터 광교중앙점,서대문 형무소,3.69,4,61
일산,큐방탈출카페 일산점,프랑켄슈타인의 실험실,3.69,3,103
수원,이스케이프탑 수원점,더미러 : 싸이코패스,3.68,7,68
일산,큐방탈출카페 일산점,소녀의 꿈,3.68,2,110
홍대,ESC 홍대점,코드네임 : 블랙로즈,3.67,6,128
대구,코드네임 블랙 대구점,어바웃타임,3.66,6,41
전라(기타),하일 이스케이프,HELICOPTER,3.65,8,26
강남,미스터리 룸 이스케이프 강남점,사라진 왕관,3.65,3,155
인천,이스케이프탑 인천점,미션 : 폭탄제거,3.64,0,11
전라(기타),익산 지니어스 이스케이프,메이저리그,3.64,5,66
부산,더락 이스케이프 부산대점,최후의 만찬,3.64,4,44
성남,셜록홈즈 분당야탑점,반 고흐의 방,3.64,3,22
부천,로스트 템플 2,드라큘라 백작의 성,3.63,4,84
부산,더락 이스케이프 경성대점,편의점을 털어라,3.62,9,40
노원,셜록홈즈 노원점,파라오의 심판,3.62,8,80
수원,시그널 헌터 광교중앙점,JURASSIC PROJECT,3.62,8,76
부산,큐방탈출카페 서면점,북경만두,3.61,4,36
제주,셜록홈즈 제주제원점,신입사원 출근기,3.6,3,25
평택,ESC 평택점,수상한 병원,3.57,0,14
경기(기타),레전드 이스케이프 이천점,호텔 : 사라진 다이아몬드,3.57,0,7
부산,이스케이프탑 부산 1호점,더미러 : 싸이코패스,3.57,0,7
울산,제트방탈출카페,올림푸스의 초대,3.57,0,14
수원,이스케이프탑 수원점,여고괴담(AR),3.57,5,42
서울(기타),시그널 헌터 가로수길점,엑소시즘 인 신사,3.57,4,140
서울(기타),월투월방탈출 서울대입구점,위험한 레시피,3.56,10,73
잠실,셜록홈즈 잠실 1호점,학교괴담 태훈이의 죽음,3.56,6,94
서울(기타),큐브 이스케이프 천호점,장기밀매 Part 2,3.56,5,94
수원,이스케이프탑 수원점,쥬라기S : 바이러스,3.56,5,66
부천,로스트 템플 2,부두교의 저주,3.55,8,83
홍대,ESC 홍대점,수상한 병원,3.53,8,146
잠실,셜록홈즈 잠실 1호점,위험한 레시피,3.52,0,27
전라(기타),하일 이스케이프,시크릿 가든,3.52,7,27
서울(기타),월투월방탈출 서울대입구점,마법사의 세계,3.52,6,27
서울(기타),더코드 회기점,재즈바 W : 위험한 거래,3.52,5,44
노원,셜록홈즈 노원점,미녀와 야수2,3.51,7,37
인천,리즌 방탈출,반 고흐의 방,3.5,0,10
전라(기타),셜록홈즈 여수점,크라임씬,3.5,0,10
일산,큐방탈출카페 일산점,사쿠라 하우스,3.5,8,107
평택,ESC 평택점,Dead Number,3.5,7,20
동탄,시그널 헌터 동탄점,DOCTOR Z;OMBIE,3.5,6,70
홍대,시크릿코드 홍대점,독립군 : 피의 투쟁,3.5,2,120
